mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.026289653778076173,0.0021522991229985904,0.012624359130859375,0.001161674503498332,0.01,{'model__alpha': 0.01},0.9887167943487897,0.9883842757183164,0.9889141486349569,0.9882870569742993,0.9890048176528937,0.9886614186658512,0.00028348427022208063,2,0.9886753375061177,0.9887646908073326,0.9886297977035688,0.988785586434726,0.98860679851039,0.988692442192427,7.134066831777699e-05
0.03191070556640625,0.002624569223607024,0.01179347038269043,0.0018846482705038835,0.1,{'model__alpha': 0.1},0.9887166353888703,0.9883844291987589,0.98891407536514,0.9882872109466095,0.9890047429069375,0.9886614187612632,0.0002833762201505409,1,0.9886753372638499,0.9887646905615841,0.9886297974604439,0.9887855861941582,0.9886067982668275,0.9886924419493728,7.134066851807617e-05
0.03001065254211426,0.004306686190866865,0.013398218154907226,0.00244333670241922,1.0,{'model__alpha': 1.0},0.988715024507902,0.9883859413899031,0.9889133210155208,0.9882887285464168,0.9890039736488769,0.9886613978217239,0.0002822969886421774,3,0.9886753130440457,0.9887646659938716,0.9886297731549555,0.9887855621442974,0.988606773917643,0.9886924176509627,7.134068853939971e-05
0.028059959411621094,0.0007898655031265328,0.009752511978149414,0.0011772673534297573,10.0,{'model__alpha': 10.0},0.9886967942507361,0.9883988091600229,0.9889036192212801,0.9883016991722507,0.9889941082336642,0.9886590060075907,0.0002716349210303305,4,0.9886728980177496,0.9887622163459449,0.9886273495995115,0.9887831640584607,0.9886043460476447,0.9886899948138621,7.134268330860685e-05
0.02694101333618164,0.002867486191519083,0.008480358123779296,0.0015446609160302762,100.0,{'model__alpha': 100.0},0.9883089186272778,0.9883090851219122,0.9885974569091661,0.9882176579766274,0.9886850115394429,0.9884236260348853,0.000182887837743976,5,0.9884381857682735,0.988524204095893,0.9883918223635626,0.9885500917387451,0.9883684375067192,0.9884545482946386,7.155113256214023e-05
