,degree,n_expanded_terms,train_R2,test_R2,test_RMSE,test_MAE
0,1,5,0.9886898790682355,0.9889832909573145,2.020551508505003,1.6111213463123026
1,2,20,0.9887046501591211,0.9889886481405485,2.020060173893751,1.6115229438315084
2,3,55,0.9887558743759424,0.9889575942235431,2.0229066279953116,1.6119315629988236
